title,company,location,country,region,skills
Hardware Integration Engineer & Backend Developer (.NET),Futuretek,"Toronto, Ontario",Canada,Toronto,
Member of Technical Staff 4 (Backend Developer),Nutanix,"Greater Vancouver, British Columbia",Canada,Vancouver,
Senior .NET Backend Developer with Backbase Experience,Aequilibrium Software,"Greater Vancouver, British Columbia",Canada,Vancouver,
Senior .NET Backend Developer with Backbase Experience,Aequilibrium Software Inc.,Canada,Canada,Unknown,
Senior Java Backend Developer - Assistant Vice President,Citigroup,"Mississauga, Peel region",Canada,Mississauga,
Backend Java Developer,Citigroup,"Mississauga, Peel region",Canada,Mississauga,java
Backend Software Developer,Autodesk,"Toronto, Ontario",Canada,Toronto,
Backend Software Developer,Autodesk,Canada,Canada,Unknown,
Backend Software Developer,MAJiK Systems,"Waterloo region, Ontario",Canada,Waterloo Region,
Dveloppeur backend snior (plateforme) | Senior Backend Developer (Platform),Anyon Systems Inc.,"Dorval, Montréal",Canada,Dorval,
"Senior Backend Developer, Content Distribution Team (CDT) (English Services)",CBC/Radio-Canada,Canada,Canada,Unknown,
"Développeur.se Backend, Apprentissage automatique // Backend Developer, Machine Learning",Plusgrade,"Montréal, Québec",Canada,Montreal,
Sr. Backend Java Developer,VersaFile,"Greater Vancouver, British Columbia",Canada,Vancouver,java
Sr. Backend Java Developer,VersaFile,Canada,Canada,Unknown,java
Intermediate Backend Software Developer,Carrières Triton Digital Canada,Canada,Canada,Unknown,
Intermediate Backend Software Developer,Triton Digital,Canada,Canada,Unknown,
Lead Backend AEM Developer,Valtech,Canada,Canada,Unknown,
Backend Java Developer (Hybrid),Morgan Stanley,"Montréal, Québec",Canada,Montreal,java
Senior Backend Software Developer,Autodesk,Canada,Canada,Unknown,
Principal Backend Software Developer,Autodesk,"Toronto, Ontario",Canada,Toronto,
Principal Backend Software Developer,Autodesk,Canada,Canada,Unknown,
Développeur Backend Senior - Senior Developer Backend,Média Turbulent,"Montréal, Québec",Canada,Montreal,
"Dveloppeur(se) Backend Snior / Senior Backend Developer, Unity Package Manager",Unity Technologies,"Montréal, Québec",Canada,Montreal,
"Développeur(se) Backend Sénior / Senior Backend Developer, Unity Package Manager",Unity Technologies,"Montréal, Québec",Canada,Montreal,
Lead Java Backend Principal Developer,Citigroup,"Mississauga, Peel region",Canada,Mississauga,
Senior Backend Software Developer - Java,Atimi,Canada,Canada,Unknown,
"Staff Backend Engineer, Developer Experience",GitLab,Canada,Canada,Unknown,
"Software Developer, Backend",Robinhood,"Toronto, Ontario",Canada,Toronto,
Software Developer - Backend,Xanadu,"Toronto, Ontario",Canada,Toronto,
Technical Lead,National Bank,Canada,Canada,Unknown,
"Senior Backend Software Developer, Platform & Services",hive.co,"Toronto, Ontario",Canada,Toronto,
"Senior Backend Software Developer, Platform & Services",hive.co,Canada,Canada,Unknown,
Développeur Logiciel Backend/ Backend Software Developer,Northstar Earth and Space,"Westmount, Montréal",Canada,Westmount,
"Backend Engineer, Developer Experience & Product Platform",Stripe,Canada,Canada,Unknown,
Dveloppeur Logiciel Backend/ Backend Software Developer,Northstar Earth and Space,"Montréal, Québec",Canada,Montreal,
.NET Developer (backend) - Hybrid,ISAAC Instruments,Canada,Canada,Unknown,
Software Developer — Backend - Canada,TextNow,"Ontario, Canada",Canada,Ontario,
"Senior Software Developer, Backend",Robinhood,"Toronto, Ontario",Canada,Toronto,
Senior Developer - Backend Foundations,Jane,Canada,Canada,Unknown,
"Staff Software Developer, Backend Platform",Robinhood,"Toronto, Ontario",Canada,Toronto,
Intern - Backend / Test Automation Developer,Lumeto,"East York, Toronto",Canada,East York,
Intern - Backend / Test Automation Developer,Lumeto,"Toronto, Ontario",Canada,Toronto,
"Senior Developer, Backend - Patient Experience",Fullscript,"Calgary, Calgary region",Canada,Calgary,
Senior Backend Application Development Technical Lead Analyst Vice President,Citigroup,"Mississauga, Peel region",Canada,Mississauga,
Senior Full Stack Developer,National Bank,Canada,Canada,Unknown,
C# Core developer,Futuretek,Canada,Canada,Unknown,
Senior Back-End Developer,Roots,"Toronto, Ontario",Canada,Toronto,
Senior Database Java Developer,Alert Driving,"East York, Toronto",Canada,East York,
Sr .NET Back End Developer,PPT,Canada,Canada,Unknown,
Sr .NET Back End Developer,PPT,"North Vancouver, Greater Vancouver",Canada,North Vancouver,
Full-Stack Developer (Backend-Focused) - 6 Month Contract,Postmedia,"Toronto, Ontario",Canada,Toronto,
SAP BTP Developer,Sodales Solutions,"Toronto Dominion Centre, City of Toronto",Canada,Toronto Dominion Centre,
Backend Engineer,Glint Tech Solutions LLC,"Vancouver, Greater Vancouver",Canada,Vancouver,python
JavaScript Software Developer,Thinkoutsidethevalley,"Kitchener, Waterloo region",Canada,Kitchener,javascript
Backend Engineer,LayerZero Labs,"Greater Vancouver, British Columbia",Canada,Vancouver,
Senior Cloud Services Developer (mmHg),Myant Shared Service Corp.,"Oakville, Halton",Canada,Oakville,
Mobile Developer (React Native),Infinity Solutions,"Ontario, Canada",Canada,Ontario,react
Full Stack Developer,Orchard Technologies,"Greater Vancouver, British Columbia",Canada,Vancouver,
.Net Developer,Insight Global,"Mississauga, Peel region",Canada,Mississauga,
Senior Full Stack Backend Engineer,"TaliPay, Inc.","Toronto, Ontario",Canada,Toronto,
SAP Commerce Cloud (B2C) Architect,Workhoppers,"London, Middlesex",Canada,London,
"Full Stack Developer (Angular, C#, SQL)",A-CX,"Chaldecutt, Vancouver",Canada,Chaldecutt,
"Full Stack Developer (Angular, C#, SQL)",A-CX,"Vancouver, Greater Vancouver",Canada,Vancouver,
Open position. Send us your resume,A-CX,"Chaldecutt, Vancouver",Canada,Chaldecutt,
"Sr. Backend Engineer, Canada",Who are we? NovoEd,Canada,Canada,Unknown,
Frontend Developer (Angular),A-CX,"Chaldecutt, Vancouver",Canada,Chaldecutt,
Senior Back End Engineer - Mobile Team,Proof,Canada,Canada,Unknown,
Senior Back End Engineer - Mobile Team,Proof,"Toronto, Ontario",Canada,Toronto,
Senior Full Stack Developer - Nodejs and React,CGI,"Halifax region, Nova Scotia",Canada,Halifax Region,
Software developer-PHP,UniUni,"Richmond, Elgin region",Canada,Richmond,
Senior Full-Stack Developer,Rockstar,Canada,Canada,Unknown,
Frontend Developer (Angular),A-CX,"Vancouver, Greater Vancouver",Canada,Vancouver,
Senior Software Engineer - Ledger,Toparo,"Toronto, Ontario",Canada,Toronto,
Full Stack Engineer,hireVouch,"Toronto, Ontario",Canada,Toronto,
Senior Full Stack Engineer (Platform & Integrations),XYZ Storage,"Toronto, Ontario",Canada,Toronto,
Sr Software Engineer (Backend),hireVouch,Canada,Canada,Unknown,
Full Stack DOTNET Developer - (Angular),RELQ TECHNOLOGIES LLC,"Regent Park, City of Toronto",Canada,Regent Park,
Senior Cloud Services Developer (mmHg),Myant Shared Service Corp.,"Mississauga, Peel region",Canada,Mississauga,
Backend Software Engineer (Node.js) | Remote Canada,Feufo,"Toronto, Ontario",Canada,Toronto,
Full-Stack Web Application Lead,Virtusa,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineer I (Remote - CANADA),Wrapbook,Canada,Canada,Unknown,
Senior Back End Software Developer,CoLab Software,Canada,Canada,Unknown,
"Sr. Software Developer - Features (Backend, Full-stack)",Range,Canada,Canada,Unknown,
"Sr. Software Developer - Features (Backend, Full-stack)",TripArc,Canada,Canada,Unknown,
Senior Software Development Engineer (Backend) - Evisort AI,Workday,"Greater Vancouver, British Columbia",Canada,Vancouver,
Java Sr developer,Virtusa,"Toronto, Ontario",Canada,Toronto,"react,java"
Senior Java developer,Virtusa,"Toronto, Ontario",Canada,Toronto,"react,java"
Senior Full Stack Mobile Developer - Mydoh,Royal Bank of Canada,"Toronto, Ontario",Canada,Toronto,
Senior Full Stack Developer,"Cloud DX, Inc.","Greater Vancouver, British Columbia",Canada,Vancouver,
Sr. Front End Web Developer,Hypercare Jobs,"Toronto, Ontario",Canada,Toronto,
Software Developer,CGS Immersive,"Saint John region, New Brunswick",Canada,Saint John Region,java
Software Engineer (AWS/Node/React),NearSource,"Toronto, Ontario",Canada,Toronto,"aws,react"
C#.Net Fullstack engineer ( 50% front end and 50% backend),Gracemark Solutions,"Toronto, Ontario",Canada,Toronto,react
Senior Software Engineer,Alexa Translations,"Toronto, Ontario",Canada,Toronto,
Senior Software Engineer,Alexa Translations,"Montréal, Québec",Canada,Montreal,
Senior Software Engineer - AI,Boomi,Canada,Canada,Unknown,
Middle Backend Engineer,Xsolla,"Montréal, Québec",Canada,Montreal,
Senior Full Stack Engineer,Targeted Talent,Canada,Canada,Unknown,
Full Stack Engineer,Targeted Talent,Canada,Canada,Unknown,
Full Stack Engineer,Targeted Talent,"White Rock, Greater Vancouver",Canada,White Rock,
DevOps Engineer,Sapsol Technologies Inc,"Toronto, Ontario",Canada,Toronto,aws
DevOps Engineer,Ndax Canada Inc.,"Calgary, Calgary region",Canada,Calgary,
DevOps Engineer,LOD Technologies Inc.,"Greater Vancouver, British Columbia",Canada,Vancouver,
DevOps Engineer,iManage,"Toronto, Ontario",Canada,Toronto,
DevOps Engineer,High 5 Games,Canada,Canada,Unknown,
DevOps Engineer,Targeted Talent,Canada,Canada,Unknown,
DevOps Engineer,Targeted Talent,"Saint John, Saint John region",Canada,Saint John,
DevOps Engineer,Targeted Talent,"Fredericton, York region",Canada,Fredericton,
DevOps Engineer,Targeted Talent,"Ottawa, Ottawa region",Canada,Ottawa,
DevOps Engineer,Targeted Talent,"Halifax, Halifax region",Canada,Halifax,
DevOps Engineer,Targeted Talent,"Kitchener, Waterloo region",Canada,Kitchener,
DevOps Engineer,Targeted Talent,"Saskatoon, Saskatchewan",Canada,Saskatoon,
DevOps Engineer,Targeted Talent,"Winnipeg, Winnipeg region",Canada,Winnipeg,
DevOps Engineer,Targeted Talent,"Vancouver, Greater Vancouver",Canada,Vancouver,
DevOps Engineer,Targeted Talent,"Waterloo, Waterloo region",Canada,Waterloo,
DevOps Engineer,Targeted Talent,"Calgary, Calgary region",Canada,Calgary,
DevOps Engineer,Targeted Talent,"Montréal, Québec",Canada,Montreal,
DevOps Engineer,Varonis,"Vancouver, Greater Vancouver",Canada,Vancouver,
DevOps Engineer,Broadridge,"Toronto, Ontario",Canada,Toronto,
DevOps Engineer,Serefin,"Berczy Park, City of Toronto",Canada,Berczy Park,aws
DevOps Engineer,NDAX Canada Inc.,"Calgary, Calgary region",Canada,Calgary,
DevOps Engineer,LOD Technologies Inc.,"Vancouver, Greater Vancouver",Canada,Vancouver,
DevOps Engineer,Hanley Wood Media Inc,"Toronto, Ontario",Canada,Toronto,
DevOps Engineer,Legrand NA,"Markham, York region",Canada,Markham,
DevOps Engineer,A-CX,"Chaldecutt, Vancouver",Canada,Chaldecutt,
DevOps Engineer,A-CX,"Vancouver, Greater Vancouver",Canada,Vancouver,
DevOps Engineer,Docebo,"Toronto, Ontario",Canada,Toronto,
DevOps Engineer,Sony Pictures Entertainment,"Greater Vancouver, British Columbia",Canada,Vancouver,
DevOps Engineer,Xsolla,"Montréal, Québec",Canada,Montreal,
DevOps Engineer,"Hexagon Mining, Inc.","Downtown, Vancouver",Canada,Downtown,
DevOps Engineer,"Hexagon Mining, Inc.",Canada,Canada,Unknown,
DevOps Engineer,Chrono Innovation,"Montréal, Québec",Canada,Montreal,
DevOps Engineer,S&P Global,Canada,Canada,Unknown,
DevOps Engineer,S&P Global,"Toronto, Ontario",Canada,Toronto,
Devops Engineer,hireVouch,Canada,Canada,Unknown,
DevOps Engineer,Toparo,"Verdun, Montréal",Canada,Verdun,
DevOps Engineer,Targeted Talent,"Vancouver, Greater Vancouver",Canada,Vancouver,aws
DevOps engineer,Citigroup,"Mississauga, Peel region",Canada,Mississauga,
DevOps Engineer,RiskThinking.ai,"Harbord, City of Toronto",Canada,Harbord,
DevOps Engineer,Sidetrade,"Calgary, Calgary region",Canada,Calgary,
DevOps Engineer,PPT,"Montréal, Québec",Canada,Montreal,
Senior DevOps Engineer,Sapsol Technologies Inc,"Toronto, Ontario",Canada,Toronto,aws
Senior DevOps Engineer,NearSource,"Toronto, Ontario",Canada,Toronto,aws
Junior DevOps Engineer,NearSource,"Vancouver, Greater Vancouver",Canada,Vancouver,
Lead DevOps Engineer,The Brand Power Company,"Toronto, Ontario",Canada,Toronto,
Senior DevOps Engineer,"ResponsiveAds, Inc.","Greater Vancouver, British Columbia",Canada,Vancouver,
DevOps Engineer - Ingénieur DevOps,Nectari Software Inc.,"Mont-Royal, Montréal",Canada,Mont-Royal,
DevOps Engineer - Ingnieur DevOps,Nectari Software Inc.,"Montréal, Québec",Canada,Montreal,
Senior DevOps Engineer,Targeted Talent,Canada,Canada,Unknown,
Cloud DevOps Engineer,Targeted Talent,Canada,Canada,Unknown,
Cloud DevOps Engineer,Targeted Talent,"Vancouver, Greater Vancouver",Canada,Vancouver,
Cloud DevOps Engineer,Targeted Talent,"Burnaby, Greater Vancouver",Canada,Burnaby,
Cloud DevOps Engineer,Targeted Talent,"Montréal, Québec",Canada,Montreal,
Cloud DevOps Engineer,Targeted Talent,"Saint John, Saint John region",Canada,Saint John,
Cloud DevOps Engineer,Targeted Talent,"Regina, Regina region",Canada,Regina,
Cloud DevOps Engineer,Targeted Talent,"Edmonton, Edmonton region",Canada,Edmonton,
Cloud DevOps Engineer,Targeted Talent,"Ottawa, Ottawa region",Canada,Ottawa,
Cloud DevOps Engineer,Targeted Talent,"Fredericton, York region",Canada,Fredericton,
Cloud DevOps Engineer,Targeted Talent,"Saskatoon, Saskatchewan",Canada,Saskatoon,
Cloud DevOps Engineer,Targeted Talent,"Richmond, Elgin region",Canada,Richmond,
Cloud DevOps Engineer,Targeted Talent,"Waterloo, Waterloo region",Canada,Waterloo,
Cloud DevOps Engineer,Targeted Talent,"Winnipeg, Winnipeg region",Canada,Winnipeg,
Cloud DevOps Engineer,Targeted Talent,"Kitchener, Waterloo region",Canada,Kitchener,
Cloud DevOps Engineer,Targeted Talent,"Calgary, Calgary region",Canada,Calgary,
Cloud DevOps Engineer,Targeted Talent,"New Westminster, Greater Vancouver",Canada,New Westminster,
Cloud DevOps Engineer,Targeted Talent,"Québec, Canada",Canada,Québec,
Cloud DevOps Engineer,Targeted Talent,"Surrey, Greater Vancouver",Canada,Surrey,
Cloud DevOps Engineer,Targeted Talent,"Coquitlam, Greater Vancouver",Canada,Coquitlam,
Cloud DevOps Engineer,Targeted Talent,"White Rock, Greater Vancouver",Canada,White Rock,
Senior DevOps Engineer,Targeted Talent,"Fredericton, York region",Canada,Fredericton,
Senior DevOps Engineer,Targeted Talent,"Waterloo, Waterloo region",Canada,Waterloo,
Senior DevOps Engineer,Targeted Talent,"White Rock, Greater Vancouver",Canada,White Rock,
Senior DevOps Engineer,Targeted Talent,"Winnipeg, Winnipeg region",Canada,Winnipeg,
Senior DevOps Engineer,Targeted Talent,"Regina, Regina region",Canada,Regina,
Senior DevOps Engineer,Targeted Talent,"Saint John, Saint John region",Canada,Saint John,
Senior DevOps Engineer,Targeted Talent,"Montréal, Québec",Canada,Montreal,
Senior DevOps Engineer,Targeted Talent,"Richmond, Elgin region",Canada,Richmond,
Senior DevOps Engineer,Targeted Talent,"New Westminster, Greater Vancouver",Canada,New Westminster,
Senior DevOps Engineer,Targeted Talent,"Kitchener, Waterloo region",Canada,Kitchener,
Senior DevOps Engineer,Targeted Talent,"Ottawa, Ottawa region",Canada,Ottawa,
Senior DevOps Engineer,Targeted Talent,"Coquitlam, Greater Vancouver",Canada,Coquitlam,
Senior DevOps Engineer,Targeted Talent,"Surrey, Greater Vancouver",Canada,Surrey,
Senior DevOps Engineer,Targeted Talent,"Burnaby, Greater Vancouver",Canada,Burnaby,
Senior DevOps Engineer,Targeted Talent,"Québec, Canada",Canada,Québec,
Senior DevOps Engineer,Targeted Talent,"Vancouver, Greater Vancouver",Canada,Vancouver,
Senior DevOps Engineer,Targeted Talent,"Saskatoon, Saskatchewan",Canada,Saskatoon,
Senior DevOps Engineer,Targeted Talent,"Calgary, Calgary region",Canada,Calgary,
Senior DevOps Engineer,Targeted Talent,"Edmonton, Edmonton region",Canada,Edmonton,
Cloud DevOps Engineer,Forhyre,"Toronto, Ontario",Canada,Toronto,
DevOps Engineer III,Aversan,"Saint-Laurent, Montréal",Canada,Saint-Laurent,
Senior DevOps Engineer,Targeted Talent,"Halifax, Halifax region",Canada,Halifax,
DevOps Engineering Consultant,CGI,"Victoria, Capital",Canada,Victoria,excel
Senior DevOps Engineer,High Tech Genesis,Canada,Canada,Unknown,
Senior DevOps Engineer,Gateway Services Inc,"Guelph, Wellington region",Canada,Guelph,aws
Sr. DevOps Engineer,Cority Software,"Toronto, Ontario",Canada,Toronto,
Senior Devops Engineer,SRED.io,"Toronto, Ontario",Canada,Toronto,aws
Staff Devops Engineer,hireVouch,"Ottawa, Ottawa region",Canada,Ottawa,
Senior DevOps Engineer,Description Ciklum,Canada,Canada,Unknown,
Seasoned DevOps Engineer,Sivudu LLC,"Toronto, Ontario",Canada,Toronto,
Senior DevOps Engineer,Targeted Talent,Canada,Canada,Unknown,aws
Senior DevOps Engineer,Targeted Talent,"Vancouver, Greater Vancouver",Canada,Vancouver,aws
DevOps Engineering Manager,Vancity,"Mount Pleasant, Vancouver",Canada,Mount Pleasant,
Senior DevOps Engineer,UniUni,"Richmond, Elgin region",Canada,Richmond,aws
Senior DevOps Engineer,Alquemy,"Greater Vancouver, British Columbia",Canada,Vancouver,
Cloud DevOps Engineer,Alquemy,"Greater Vancouver, British Columbia",Canada,Vancouver,
Senior DevOps Engineer,Pattison Food Group,Canada,Canada,Unknown,
Senior DevOps Engineer,ZoomInfo Technologies,"Toronto, Ontario",Canada,Toronto,
Senior DevOps Engineer,7shifts,"Saskatoon, Saskatchewan",Canada,Saskatoon,
Senior DevOps Engineer,7shifts,"Toronto, Ontario",Canada,Toronto,
Senior DevOps Engineer,Carnegie Learning,"Shea Heights, Conception Bay - St. Johns",Canada,Shea Heights,
Senior DevOps Engineer,TD Bank,Canada,Canada,Unknown,
Senior DevOps Engineer,TD Bank,"Toronto, Ontario",Canada,Toronto,
